station,agency,station_type,vertical_datum,park,lat_nad83,long_nad83,ground_surface_elevation_ft,basin,NGVD29_NAVD88_conversion,comments
FU5,SFWMD,weather,,,26.27102778,-81.52877778,,,,
G1074B,USGS,,,,25.70271,-80.3375,,,-1.555,
G108,SFWMD,,NGVD29,,26.368207,-80.978912,,,-1.4,
G1166,USGS,,,,25.89354,-80.33194,,,-1.552,
G1183,USGS,,,,25.48688,-80.395,6.17,,-1.529,
G119,SFWMD,,,,25.76021,-80.47694,,,-1.562,
G1222,USGS,,,,26.00575,-80.38417,,,-1.545,
G123,SFWMD,,,,26.14881,-80.44222,,,-1.489,
G123P,SFWMD,,,,26.14979278,-80.442345,,,,
G1251,USGS,,,,25.32133,-80.56862,2.79,,-1.575,
G1251_ET,USGS_EGERMAN,RESEARCH,,,25.35972,-80.52944,,,,
G134,SFWMD,discharge,NGVD29,,26.66656944,-81.06398111,,,,MONTURA RANCH ESTATES CULVERT
G135,SFWMD,,NGVD29,,26.680668,-81.064365,,,-1.35,FLAGHOLE CANAL CONTROL CULVERT
G1359,USGS,,,,25.78771,-80.42472,6.68,,-1.568,
G136,SFWMD,,,,26.667472,-80.948806,,,,SFWMD site G136
G1362,USGS,,,,25.60688,-80.44667,11.35,,-1.542,
G1363,USGS,,,,25.54105,-80.50278,9.78,,-1.545,
G1368A,USGS,,NGVD29,,25.8315,-80.286333,,,,Hialeah well field
G139,SFWMD,,NGVD29,,26.353243,-80.901683,,,-1.43,
G1486,USGS,,,,25.50188,-80.43723,10.39,,-1.512,
G1487,USGS,,,,25.68679,-80.49633,6.51,,-1.562,
G1488,USGS,,,,25.81714,-80.48251,7.43,,-1.555,
G150,SFWMD,,NGVD29,,26.608641,-80.950183,,,-1.38,
G1502,USGS,,,,25.61369,-80.58333,6.46,,-1.558,
G151,SFWMD,,NGVD29,,26.608556,-80.983267,,,-1.37,
G151W,SFWMD,,NGVD29,,26.608545,-80.983635,,,-1.37,
G152,SFWMD,,NGVD29,,26.607589,-81.048539,,,-1.37,
G154C,SFWMD,,,,27.21053,-80.920065,,,,
G155,SFWMD,,,,26.32962,-80.88111,,,-1.43,
G1636,USGS,,,,25.96714,-80.3786,,,-1.545,
G1637,USGS,,,,25.95048,-80.43056,,,-1.522,
G200,SFWMD,,,,26.43452,-80.81089305,,,,
G200A,SFWMD,,,,26.43295,-80.81084,,,-1.43,
G200B,SFWMD,,,,26.43351,-80.80972,,,-1.43,
G201,SFWMD,,,,26.33629,-80.63611,,,-1.45,
G2031,USGS,,,,26.25797,-80.28277,,,-1.535,
G2032,USGS,,,,26.13769,-80.31416,,,-1.575,
G2033,USGS,,,,26.19325,-80.2761,,,-1.555,
G2034,USGS,,,,26.03242,-80.38528,,,-1.542,
G2035,USGS,,,,26.01147934,-80.1786577,,,-1.601,
G204,SFWMD,,,,26.33102,-80.76444,,,-1.444,
G205,SFWMD,,,,26.33185,-80.71639,,,-1.447,
G206,SFWMD,,,,26.3324,-80.65222,,,-1.45,
G210,SFWMD,,,,26.660065,-80.3936597,,,,
G211,SFWMD,,,,25.65715,-80.49805,,,-1.562,
G211MILE1,NPS_ENP,discharge,,Everglades National,25.64494,-80.49739,,East_EVER_Canals,-1.562,
G2376,USGS,,,,26.12991,-80.42694,,,-1.499,
G2495,USGS,,,,26.03603,-80.3625,,,-1.562,
G250,SFWMD,,,,26.65607,-80.3966,,,-1.444,
G250S,SFWMD,,,,26.65465,-80.39667,,,-1.444,
G251,SFWMD,STA_outflow,,,26.59851,-80.43972,,STA1W,-1.434,ENR012 is water quality site for this outflow
G2739,USGS,,,,26.30713,-80.25361,,,-1.535,
G3,USGS,,,,25.8291,-80.30222,,,-1.555,
G300,SFWMD,,NGVD29,,26.677335,-80.362987,,STA1W,,
G301,SFWMD,,NGVD29,,26.675634,-80.380226,,STA1W,,
G302,SFWMD,STA_inflow,NGVD29,,26.676425,-80.380804,,STA1W,,
G3073,USGS,,,,25.69799,-80.36083,,,-1.555,
G3074,USGS,,,,25.68854,-80.35999,,,-1.555,
G310,SFWMD,STA_outflow,NGVD29,,26.597352,-80.446209,,STA1W,,
G311,SFWMD,,,,26.67955113,-80.36329836,,,,
G3253,USGS,,,,25.83937,-80.41527,,,-1.555,
G3259A,USGS,,,,25.83853,-80.4,,,-1.555,
G3264A,USGS,,,,25.83937,-80.37111,,,-1.558,
G3272,USGS,,,,25.66327,-80.53722,6.83,,-1.558,
G3273,SFWMD,,,,25.6266,-80.57583,7,,-1.558,
G328,SFWMD,,,,26.45070252,-80.46602615,,,,
G329A,SFWMD,STA_inflow,,,26.42068,-80.48557,,STA2,,STA-2 inflow
G329B,SFWMD,STA_inflow,,,26.42067,-80.48993,,STA2,,STA-2 inflow
G329C,SFWMD,STA_inflow,,,26.4206,-80.49425,,STA2,,STA-2 inflow
G329D,SFWMD,STA_inflow,,,26.42027,-80.49861,,STA2,,STA-2 inflow
G33,SFWMD,,,,27.21057,-80.93667,,,,
G330A,SFWMD,STA_outflow,,,26.37927,-80.52614,,STA2,,STA-2 outflow
G330B,SFWMD,STA_outflow,,,26.37927,-80.52317,,STA2,,STA-2 outflow
G330C,SFWMD,STA_outflow,,,26.3793,-80.52024,,STA2,,STA-2 outflow
G330D,SFWMD,STA_outflow,,,26.37933,-80.51729,,STA2,,STA-2 outflow
G330E,SFWMD,STA_outflow,,,26.37922,-80.51429,,STA2,,STA-2 outflow
G331A,SFWMD,STA_inflow,,,26.42039,-80.50175,,STA2,,STA-2 inflow
G331B,SFWMD,STA_inflow,,,26.42065,-80.50699,,STA2,,STA-2 inflow
G331C,SFWMD,STA_inflow,,,26.42064,-80.51227,,STA2,,STA-2 inflow
G331D,SFWMD,STA_inflow,,,26.42065,-80.51756,,STA2,,STA-2 inflow
G331E,SFWMD,STA_inflow,,,26.42062,-80.52286,,STA2,,STA-2 inflow
G331F,SFWMD,STA_inflow,,,26.42058,-80.52815,,STA2,,STA-2 inflow
G331G,SFWMD,STA_inflow,,,26.4206,-80.53344,,STA2,,STA-2 inflow
G332,SFWMD,STA_outflow,,,26.38003,-80.5272,,STA2,,STA-2 outflow
G3327,USGS,,,,25.80493,-80.27694,,,-1.549,
G3328,USGS,,,,25.79326,-80.2725,,,-1.552,
G3329,USGS,,,,25.79632,-80.30417,,,-1.558,
G333A,SFWMD,STA_inflow,,,26.42059,-80.53606,,STA2,,STA-2 inflow
G333B,SFWMD,STA_inflow,,,26.42057,-80.54062,,STA2,,STA-2 inflow
G333C,SFWMD,STA_inflow,,,26.42055,-80.54516,,STA2,,STA-2 inflow
G333D,SFWMD,STA_inflow,,,26.42053,-80.54972,,STA2,,STA-2 inflow
G333E,SFWMD,STA_inflow,,,26.42052,-80.55427,,STA2,,STA-2 inflow
G334,SFWMD,STA_outflow,,,26.37927,-80.52813,,STA2,,STA-2 outflow
G335,SFWMD,STA_outflow,,,26.37929,-80.51179,,STA2,,primary outflow pump station
G3353,USGS,,,,25.2884,-80.569256,0.86,,-1.568,
G3354,USGS,,,,25.31706,-80.47794,1.25,,-1.545,
G3355,USGS,,,,25.39077,-80.50139,2.11,,-1.539,
G3356,USGS,,NGVD29,,25.41688,-80.42806,2.89,,-1.529,
G337,SFWMD,STA_seepage_return,,,26.42303,-80.48336,,STA2,,seepage returm pumpage station
G338,SFWMD,,,,26.47004,-80.44535,,STA2,,culvert flow on hillsboro canal downstream of S6
G339,SFWMD,,,,26.4641877,-80.45210548,,,,
G34,SFWMD,,,,27.1891,-80.9053,,,,
G341,SFWMD,,,,26.67863209,-80.44542266,,,,
G342A,SFWMD,STA_inflow,,,26.46126,-80.94645,,STA5,,STA-5 inflow
G342B,SFWMD,STA_inflow,,,26.44785,-80.9463,,STA5,,STA-5 inflow
G342C,SFWMD,STA_inflow,,,26.44743,-80.94632,,STA5,,STA-5 inflow
G342D,SFWMD,STA_inflow,,,26.4343,-80.94613,,STA5,,STA-5 inflow
G342E,SFWMD,STA_inflow,NGVD29,,26.428948,-80.946366,,STA5,,
G342F,SFWMD,STA_inflow,NGVD29,,26.422343,-80.94633,,STA5,,
G342G,SFWMD,STA_inflow,NGVD29,,26.428971,-80.945489,,STA5,,
G342H,SFWMD,STA_inflow,NGVD29,,26.422349,-80.945482,,STA5,,
G342I,SFWMD,STA_inflow,NGVD29,,26.414954,-80.945472,,STA5,,
G342J,SFWMD,STA_inflow,NGVD29,,26.407494,-80.945464,,STA5,,
G342K,SFWMD,STA_inflow,NGVD29,,26.40024,-80.940955,,STA5,,
G342L,SFWMD,STA_inflow,NGVD29,,26.393102,-80.934721,,STA5,,
G342M,SFWMD,STA_inflow,NGVD29,,26.385576,-80.928128,,STA5,,
G342N,SFWMD,STA_inflow,NGVD29,,26.376298,-80.919996,,STA5,,
G342O,SFWMD,STA_inflow,NGVD29,,26.432352,-80.94573,,STA5,,Allows gravity inflow through G508
G3437,USGS,,,,25.56521,-80.56778,6.82,,-1.565,
G3439,USGS,,,,25.73771,-80.43389,5.79,,-1.565,
G343A,SFWMD,STA_internal,NGVD29,,26.459352,-80.915548,,STA5,,
G343B,SFWMD,,,,26.45601,-80.9155,,STA5,,
G343C,SFWMD,STA_internal,NGVD29,,26.452574,-80.915456,,STA5,,
G343D,SFWMD,STA_internal,NGVD29,,26.44914,-80.915418,,STA5,,
G343E,SFWMD,STA_internal,NGVD29,,26.445753,-80.915372,,STA5,,
G343F,SFWMD,STA_internal,NGVD29,,26.442311,-80.915326,,STA5,,
G343G,SFWMD,STA_internal,NGVD29,,26.438881,-80.915281,,STA5,,
G343H,SFWMD,STA_internal,NGVD29,,26.435432,-80.915235,,STA5,,
G343I,SFWMD,STA_internal,NGVD29,,26.428986,-80.907075,,STA5,,
G343J,SFWMD,STA_internal,NGVD29,,26.422121,-80.906996,,STA5,,
G343K,SFWMD,STA_internal,NGVD29,,26.414636,-80.894317,,STA5,,
G343L,SFWMD,STA_internal,NGVD29,,26.407487,-80.894321,,STA5,,
G343M,SFWMD,STA_internal,NGVD29,,26.399576,-80.893666,,STA5,,
G343N,SFWMD,STA_internal,NGVD29,,26.392973,-80.893592,,STA5,,
G343O,SFWMD,STA_internal,NGVD29,,26.385642,-80.893509,,STA5,,
G344A,SFWMD,STA_outflow,,,26.45817,-80.88339,,STA5,,STA-5 outflow
G344B,SFWMD,STA_outflow,,,26.45102,-80.88324,,STA5,,STA-5 outflow
G344C,SFWMD,STA_outflow,,,26.44387,-80.88301,,STA5,,STA-5 outflow
G344D,SFWMD,STA_outflow,,,26.43673,-80.88285,,STA5,,STA-5 outflow
G344E,SFWMD,STA_outflow,,,26.429404,-80.882689,,,,Sta5 Cell3 B outflow
G344F,SFWMD,STA_outflow,,,26.422203,-80.882498,,,,Sta5 Cell3 B outflow
G344G,SFWMD,STA_outflow,,,26.414568,-80.882392,,,,Sta5 Cell4 B outflow
G344H,SFWMD,STA_outflow,,,26.407449,-80.88223,,,,Sta5 Cell4 B outflow
G344I,SFWMD,STA_outflow,,,26.400166,-80.882077,,,,STA5 outflow from Cell5-5B
G344J,SFWMD,STA_outflow,,,26.392911,-80.881914,,,,STA5 outflow from Cell5-5B
G344K,SFWMD,STA_outflow,,,26.3854,-80.881761,,,,STA5 outflow from Cell5-5B
G345,SFWMD,STA_inflow,NGVD29,,26.44752,-80.8833,,,,Transfer between cells 1B and 2B
G3465,USGS,,,,25.80493,-80.29777,,,-1.555,
G3466,USGS,,,,25.80799,-80.28777,,,-1.552,
G3467,USGS,,,,25.80938,-80.27305,,,-1.549,
G3473,USGS,,,,25.71188,-80.44389,8.5,,-1.562,
G349A,SFWMD,STA_inflow,,,26.4617,-80.93689,,STA5,,STA-5 inflow
G349B,SFWMD,STA_inflow,,,26.45999,-80.88309,,STA5,,STA-5 inflow
G349C,SFWMD,STA_seepage_return,NGVD29,,26.461506,-80.914938,,STA5,,
G350A,SFWMD,STA_inflow,,,26.4334,-80.93661,,STA5,,STA-5 inflow
G350A_W1,SFWMD,,,,26.433397,-80.93660488,,,,
G350A_W2,SFWMD,,,,26.433397,-80.93660488,,,,
G350B,SFWMD,STA_inflow,,,26.4331,-80.88273,,STA5,,STA-5 inflow
G351,SFWMD,STA_inflow,NGVD29,,26.359933,-80.906162,,STA5,,
G352A,SFWMD,STA_outflow,,,26.378157,-80.881592,,,,STA6 outflow from Cell6-2
G352B,SFWMD,STA_outflow,,,26.370961,-80.881391,,,,STA6 outflow from Cell6-2
G352C,SFWMD,STA_outflow,,,26.364612,-80.881215,,,,STA6 outflow from Cell6-2
G353A,SFWMD,STA_inflow,NGVD29,,26.357247,-80.903845,,STA5,,
G353B,SFWMD,STA_inflow,NGVD29,,26.351616,-80.89892,,STA5,,
G353C,SFWMD,STA_inflow,NGVD29,,26.34623,-80.894164,,STA5,,
G354,SFWMD,STA_outflow,,,26.69895,-80.80673,,STA5,,STA-6 outflow
G3549,USGS,,,,25.49106,-80.35,,,-1.529,
G354C,SFWMD,,NGVD29,,26.350268,-80.88105,,,-1.43,
G3550,USGS,,,,25.485528,-80.358283,,,,
G3551,USGS,,,,25.69799,-80.49583,6.57,,-1.562,
G3552,USGS,,,,25.69244,-80.47889,7.41,,-1.558,
G3553,USGS,,,,25.69632,-80.47249,6.23,,-1.558,
G3554,USGS,,,,25.69632,-80.4625,7.36,,-1.558,
G3555,USGS,,,,25.68493,-80.45694,8.25,,-1.555,
G3556,USGS,,,,25.70215,-80.47083,5.14,,-1.558,
G3557,USGS,,,,25.68522,-80.495,6.97,,-1.562,
G3558,USGS,,,,25.72466,-80.47889,7.13,,-1.562,
G3559,USGS,,,,25.74438,-80.49722,8.61,,-1.562,
G3560,USGS,,,,25.6841,-80.47028,7.24,,-1.558,
G3561,USGS,,,,25.67132,-80.44333,10.44,,-1.552,
G3562,USGS,,,,25.85187,-80.25527,,,-1.542,
G3563,USGS,,,,25.72632,-80.34333,,,-1.565,
G3564,USGS,,,,25.81993,-80.24249,,,-1.542,
G3565,USGS,,,,25.70354,-80.405,,,-1.558,
G3566,USGS,,,,25.82937,-80.33027,,,-1.558,
G3567,USGS,,,,25.89798,-80.43583,,,-1.535,
G3568,USGS,,,,25.77854,-80.35999,,,-1.568,
G357,SFWMD,,,,26.332746,-80.775896,,,,GATED STRUCTURE BETWEEN MIAMI CANAL AND L-4 CANAL
G3570,USGS,,,,25.75854,-80.29055,,,-1.565,
G3571,USGS,,,,25.93632,-80.30083,,,-1.568,
G3572,USGS,,,,25.74076,-80.40111,,,-1.568,
G3574,USGS,,,,25.74465,-80.49861,6.15,,-1.562,
G3575,USGS,,,,25.70021,-80.49639,5.94,,-1.562,
G3576,USGS,,,,25.74382,-80.51472,6,,-1.558,
G3577,USGS,,,,25.70049,-80.50055,6,,-1.562,4.2 mi south of Trail; 100 feet east of L31N
G3578,USGS,,,,25.70132,-80.51333,6,,-1.558,
G3579_82,USGS,,NGVD29,,25.8583333,-80.4877778,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3580_17,USGS,,NGVD29,,25.8583333,-80.4877778,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3581_32,USGS,,NGVD29,,25.8583333,-80.4869444,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3582_17,USGS,,NGVD29,,25.8583333,-80.4869444,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3583_11,USGS,,NGVD29,,25.8583333,-80.4869444,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3584_32,USGS,,NGVD29,,25.8583333,-80.4863889,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3585_17,USGS,,NGVD29,,25.8583333,-80.4863889,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3586_12,USGS,,NGVD29,,25.8583333,-80.4863889,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3587_82,USGS,,NGVD29,,25.8583333,-80.4863889,6.5,WCA3B,-1.542,USGS L30 Seepage project
G3588_10,USGS,,NGVD29,,25.8583333,-80.485,8,WCA3B,-1.542,USGS L30 Seepage project
G3589_32,USGS,,NGVD29,,25.8583333,-80.485,8,WCA3B,-1.542,USGS L30 Seepage project
G3590_17,USGS,,NGVD29,,25.8583333,-80.485,8,WCA3B,-1.542,USGS L30 Seepage project
G3591_82,USGS,,NGVD29,,25.8583333,-80.485,8,WCA3B,-1.542,USGS L30 Seepage project
G3592_52,USGS,,NGVD29,,25.8583333,-80.485,8,WCA3B,-1.542,USGS L30 Seepage project
G3593_17,USGS,,NGVD29,,25.8583333,-80.4844444,9.5,,-1.542,USGS L30 Seepage project
G3594_7,USGS,,NGVD29,,25.8583333,-80.4844444,10,,-1.542,USGS L30 Seepage project
G3595_32,USGS,,NGVD29,,25.8583333,-80.4844444,10.5,,-1.542,USGS L30 Seepage project
G3596_52,USGS,,NGVD29,,25.8583333,-80.4844444,10.5,,-1.542,USGS L30 Seepage project
G3597_82,USGS,,NGVD29,,25.8583333,-80.4844444,10.5,,-1.542,USGS L30 Seepage project
G3598_17,USGS,,NGVD29,,25.8583333,-80.4836111,8.5,,-1.542,USGS L30 Seepage project
G3599_82,USGS,,NGVD29,,25.8583333,-80.4836111,8.5,,-1.542,USGS L30 Seepage project
G3619,USGS,,,,25.37745,-80.56528,3.41,,-1.581,
G3620,USGS,,,,25.38522,-80.55084,4.04,,-1.581,
G3621,USGS,,,,25.35273,-80.49361,3.06,,-1.545,
G3622,USGS,,NGVD29,,25.49716,-80.56861,6.3,,-1.549,
G3626,USGS,,,,25.61744,-80.51167,,,-1.562,
G3627,USGS,,NGVD29,,25.60677,-80.50997,7.9,,-1.562,
G3628,USGS,,NGVD29,,25.59272,-80.53472,7.14,,-1.565,
G3660,USGS,,,,25.70104,-80.49666,,,-1.562,
G3676,USGS,,,,25.78743,-80.42499,,,-1.568,
G370,SFWMD,STA_seepage_return,,,26.39615823,-80.59016413,,STA3,,
G371,SFWMD,,,,26.33695415,-80.53872614,,,,
G372,SFWMD,,,,26.4354731,-80.80670995,,,,
G372HL,SFWMD,,NGVD29,,26.434988,-80.806568,,,-1.43,Total discharge (pump + culvert) to Holey Land at
G372S,SFWMD,,NGVD29,,26.43603476,-80.8052067,,STA3,,Headwater at G372S (Seepage) Pump in STA 3/4 Seepa
G372SSTA,SFWMD,,NGVD29,,26.435781,-80.806615,,,-1.43,Discharge from STA 3/4 seepage canal to STA 3/4 in
G373,SFWMD,,,,26.43524099,-80.81143687,,,,
G374A,SFWMD,STA_inflow,,,26.39623,-80.5922,,STA3,,STA-34 inflow
G374B,SFWMD,STA_inflow,,,26.39619,-80.59496,,STA3,,STA-34 inflow
G374C,SFWMD,STA_inflow,,,26.39618,-80.59894,,STA3,,STA-34 inflow
G374D,SFWMD,STA_inflow,,,26.39617,-80.60291,,STA3,,STA-34 inflow
G374E,SFWMD,STA_inflow,,,26.39615,-80.60688,,STA3,,STA-34 inflow
G374F,SFWMD,STA_inflow,,,26.39614,-80.61085,,STA3,,STA-34 inflow
G3763,USGS,,NAVD88,,25.21139,-80.64806,,Taylor_Slough,-1.542,
G3764,USGS,,NAVD88,,25.21139,-80.64806,,Taylor_Slough,-1.542,
G376ABC,SFWMD,STA_outflow,NGVD29,,26.3354875,-80.5557425,,STA3,,STA-34 outflow
G376DEF,SFWMD,STA_outflow,NGVD29,,26.33539111,-80.57834194,,STA3,,STA-34 outflow
G3776,USGS,,NAVD88,,25.24917,-80.66611,,Taylor_Slough,-1.549,
G3777,USGS,,NAVD88,Everglades National,25.24917,-80.66611,,Taylor_Slough,-1.549,
G3778,SFWMD,,NGVD29,,25.74634444,-80.4978722,16.36,NE_Shark_Slough,-1.56,103 foot L31N GW flow north site monitor well
G3779,SFWMD,,NGVD29,,25.74629444,-80.4978694,16.15,NE_Shark_Slough,-1.56,54 foot L31N GW flow north site monitor well
G377A,SFWMD,STA_inflow,,,26.39612,-80.6165,,STA3,,STA-34 inflow
G377B,SFWMD,STA_inflow,,,26.3961,-80.62094,,STA3,,STA-34 inflow
G377C,SFWMD,STA_inflow,,,26.39609,-80.62521,,STA3,,STA-34 inflow
G377D,SFWMD,STA_inflow,,,26.39607,-80.62979,,STA3,,STA-34 inflow
G377E,SFWMD,STA_inflow,,,26.39605,-80.63438,,STA3,,STA-34 inflow
G3780,SFWMD,,NGVD29,,25.74624167,-80.4978694,16.39,NE_Shark_Slough,-1.56,33 foot L31N GW flow north site monitor well
G3781,SFWMD,,NGVD29,,25.74617778,-80.49786389,16.49,NE_Shark_Slough,-1.56,18 foot L31N GW flow north site monitor well
G3784,SFWMD,,NGVD29,,25.70204444,-80.4961833,15.72,NE_Shark_Slough,-1.56,100 foot L31N GW flow south site monitor well
G3785,SFWMD,,NGVD29,,25.70201389,-80.4961806,15.83,NE_Shark_Slough,-1.56,44 foot L31N GW flow south site monitor well
G3786,SFWMD,,NGVD29,,25.70195833,-80.4961778,15.63,NE_Shark_Slough,-1.56,28 foot L31N GW flow south site monitor well
G3787,SFWMD,,NGVD29,,25.701925,-80.4961778,15.86,NE_Shark_Slough,-1.56,19 foot L31N GW flow south site monitor well
G379ABC,SFWMD,STA_outflow,NGVD29,,26.33524556,-80.60734472,,STA3,,STA-34 outflow
G379DE,SFWMD,STA_outflow,NGVD29,,26.33940056,-80.62440555,,STA3,,STA-34 outflow
G380A,SFWMD,STA_inflow,,,26.39603,-80.64018,,STA3,,
G380B,SFWMD,STA_inflow,,,26.39599,-80.64874,,STA3,,
G380C,SFWMD,STA_inflow,,,26.39597,-80.65728,,STA3,,
G380D,SFWMD,STA_inflow,,,26.39591,-80.66585,,STA3,,
G380E,SFWMD,STA_inflow,,,26.39589,-80.67318,,STA3,,
G380F,SFWMD,STA_inflow,,,26.39586,-80.68021,,STA3,,
G3818,USGS,marsh,NGVD29,,25.84355556,-80.45119444,5.1,,-1.552,
G381AB,SFWMD,STA_outflow,NGVD29,,26.35981639,-80.64055861,,STA3,,STA-34 outflow
G381CDEF,SFWMD,STA_outflow,NGVD29,,26.36328139,-80.66498472,,STA3,,STA-34 outflow
G388,SFWMD,STA_outflow,,,26.34191,-80.63345,,STA3,,outflow
G3897,USGS,,NGVD29,,25.66328889,-80.418975,8.6,,-1.545,
G3898,USGS,,NGVD29,,25.69800556,-80.4738,7,,-1.558,
G3899,USGS,,NGVD29,,25.5719222,-80.377125,8.54,,-1.529,
G39,USGS,,,,25.72438,-80.33527,,,-1.565,
G3900,USGS,,NGVD29,,25.45419167,-80.4468694,5.3,,-1.526,
G3901,USGS,,NGVD29,,25.41851667,-80.5017472,8,,-1.532,
G393,SFWMD,STA_outflow,,,26.33516,-80.88213,,STA5,,STA-6 outflow
G393A,SFWMD,,,,26.33790833,-80.88228055,,,,
G393B,SFWMD,,,,26.33652917,-80.88215805,,,,
G393C,SFWMD,,,,26.33516139,-80.88213194,,,,
G396A,SFWMD,STA_internal,NGVD29,,26.378176,-80.905328,,STA5,,
G396B,SFWMD,STA_internal,NGVD29,,26.370991,-80.90523,,STA5,,
G396C,SFWMD,STA_internal,NGVD29,,26.363713,-80.905128,,STA5,,
G402B,SFWMD,,NGVD29,,26.390824,-80.801555,,,-1.43,GATED CULVERT DISCHARGING FROM ROTENBERGER TO MIAM
G402C,SFWMD,,NGVD29,,26.425568,-80.809801,,,-1.43,
G402D,SFWMD,,NGVD29,,26.473694,-80.821913,,,-1.43,
G404,SFWMD,,,,26.332355,-80.7756,,,,Pump discharging into the L-4 Canal from Miami Can
G406,SFWMD,,NGVD29,,26.433459,-80.946506,,STA5,,Diversion
G407,SFWMD,,,,26.333378,-80.883457,,,,STA6 Diversion Structure
G408,SFWMD,,NGVD29,,26.360127,-80.906944,,STA5,,
G409,SFWMD,STA_outflow,,,26.330693,-80.88181,,,,Seminole irrigation supply pump station
G410,SFWMD,,NGVD29,,26.436612,-80.882063,,,-1.41,
G410P,SFWMD,,,,26.43645139,-80.88230222,,,,
G411,SFWMD,STA_outflow,,,26.432583,-80.882535,,,,STA5 discharge canal divide
G434,SFWMD,STA_inflow,NGVD29,,26.434781,-80.610918,,,,STA2 Inflow pump station from NNR Canal
G434S,SFWMD,STA_seepage_return,NGVD29,,26.434781,-80.610918,,,,STA2 seepage return pump station near NNR canal
G435,SFWMD,STA_inflow,NGVD29,,26.377178,-80.566622,,,,"STA2 Inflow pump on NNR Canal, southern flow ways."
G436,SFWMD,STA_outflow,,,26.377082,-80.515093,,STA2,,STA2 outflow pumpstation to L-6 canal
G507,SFWMD,STA_inflow,,,26.45876,-80.88321,,STA5,,STA-5 inflow
G508,SFWMD,STA_inflow,NGVD29,,26.432351,-80.945474,,STA5,,
G508S,SFWMD,,NGVD29,,26.432247,-80.945704,,,-1.38,
G509,SFWMD,STA_seepage_return,,,26.404028,-80.882226,,,,Seepage return to Cell 5-4B and 5-5B
G510,SFWMD,STA_inflow,NGVD29,,26.433334,-80.883079,,STA5,,
G511,SFWMD,STA_inflow,NGVD29,,26.418626,-80.882758,,STA5,,
G512,SFWMD,STA_inflow,NGVD29,,26.381547,-80.881932,,STA5,,
G513,SFWMD,STA_inflow,NGVD29,,26.361275,-80.881396,,STA5,,
G514,SFWMD,STA_inflow,NGVD29,,26.346666,-80.883108,,STA5,,
G515,SFWMD,STA_inflow,NGVD29,,26.404494,-80.916346,,STA5,,
G516,SFWMD,STA_inflow,NGVD29,,26.403725,-80.915174,,STA5,,
G517,SFWMD,STA_inflow,NGVD29,,26.404495,-80.906738,,STA5,,
G518,USGS,,,,25.5355,-80.37166,,,-1.526,
G518_STA56,SFWMD,STA_inflow,NGVD29,,26.381933,-80.906457,,STA5,,
G519,SFWMD,STA_inflow,NGVD29,,26.447616,-80.937487,,STA5,,
G54,SFWMD,,,,26.09309,-80.23025,,,-1.601,
G551,USGS,,,,25.6841,-80.39583,8.04,,-1.552,
G553,USGS,,,,25.64909,-80.33862,12.11,,-1.542,
G56,SFWMD,,,,26.32629,-80.13083,,,-1.565,
G57,SFWMD,,,,26.22951,-80.12418,,,-1.578,
G58,SFWMD,,,,25.90016551,-80.16243107,,,,
G580A,USGS,,,,25.66549,-80.3025,,,-1.542,
G594,SFWMD,,,,25.87937,-80.45194,11.4,,-1.539,
G595A,USGS,,,,25.70077,-80.33389,,,-1.555,
G596,USGS,,,,25.63632,-80.51194,7.28,,-1.562,
G600,SFWMD,,,,26.36062,-80.9059,,STA5,,
G600_R,SFWMD,,,,26.3606,-80.90566,,S8,,
G601,SFWMD,STA_inflow,,,26.35757,-80.90341,,STA5,,STA-5_6 inflow
G602,SFWMD,STA_inflow,,,26.35198,-80.89845,,STA5,,STA-5_6 inflow
G603,SFWMD,STA_inflow,,,26.34654,-80.89376,,STA5,,STA-5_6 inflow
G607,SFWMD,,,,26.33200833,-80.87999,,,,
G612,USGS,,,,25.45355,-80.42111,,,-1.529,
G613,USGS,,,,25.4055,-80.53333,6.06,,-1.565,
G614,USGS,,,,25.54799,-80.44528,11.1,,-1.526,
G617,SFWMD,,,,26.0863,-80.33889,6,,-1.581,
G618,USGS,,,,25.75965,-80.6,6.35,,-1.545,
G619,SFWMD,,,,25.75993,-80.76416,7.2,,-1.506,
G620,USGS,,NGVD29,,25.66521,-80.76667,6.06,Shark_Slough,-1.506,
G64,SFWMD,,,,26.23074,-80.45916,,,-1.476,
G69,SFWMD,,,,25.75993,-80.56138,,,-1.552,
G711,SFWMD,,NGVD29,,26.43267,-80.978239,,,-1.38,
G72,SFWMD,,,,25.86937486,-80.33896292,,,,
G737_H,SFWMD,,NGVD29,Everglades National,25.41837,-80.573506,,,0.46,"SFWMD Site, inconsistent time interval stage"
G737_T,SFWMD,,NGVD29,Everglades National,25.418123,-80.57373,,,0.46,"SFWMD Site, manual recording of observed stage"
G74,SFWMD,,,,27.09219,-81.00502,,,,
G75,SFWMD,,,,27.09158,-81.00601,,,,
G757A,USGS,,,,25.59216,-80.47889,9.06,,-1.552,
